Gender,Age,family_history_with_overweight,FAVC,NCP,CAEC,CH2O,FAF,CALC,MTRANS,NObeyesdad
Male,29,yes,yes,2,Sometimes,1.8,1,Sometimes,Automobile,Obesity_Type_I
Male,29,yes,yes,3,Sometimes,2.04,0,Sometimes,Automobile,Obesity_Type_II
Male,29,yes,yes,3,Sometimes,2.07,0,Sometimes,Automobile,Obesity_Type_II
Male,29,yes,yes,2,Sometimes,2.36,0,Sometimes,Automobile,Obesity_Type_I
Female,29,yes,yes,3,Sometimes,1.28,1,Sometimes,Automobile,Overweight_Level_I
Male,29,yes,yes,3,Sometimes,1.16,1,Sometimes,Automobile,Obesity_Type_I
Male,29,yes,yes,3,Sometimes,1.3,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,29,yes,yes,2,Sometimes,2.14,1,Sometimes,Automobile,Obesity_Type_I
Male,29,yes,yes,2,Sometimes,2.77,1,Sometimes,Automobile,Obesity_Type_I
Female,29,yes,yes,3,Sometimes,1.93,1,Sometimes,Automobile,Overweight_Level_I
Male,29,yes,yes,3,Sometimes,2.16,0,Sometimes,Automobile,Obesity_Type_II
Male,29,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,29,no,yes,3,Sometimes,1.27,1,no,Automobile,Overweight_Level_I
Female,29,yes,yes,3,Sometimes,1.7,1,Sometimes,Automobile,Overweight_Level_I
Male,28,yes,yes,3,Sometimes,1.48,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,28,yes,yes,3,Sometimes,2.16,0,Sometimes,Automobile,Obesity_Type_II
Female,28,yes,yes,3,Sometimes,1.51,1,Frequently,Automobile,Overweight_Level_II
Female,28,yes,yes,3,Sometimes,1.7,1,Frequently,Automobile,Overweight_Level_II
Male,28,yes,yes,3,Sometimes,2.53,1,Sometimes,Automobile,Obesity_Type_II
Male,28,yes,yes,3,Sometimes,2.03,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,28,yes,yes,3,Sometimes,2.15,1,Frequently,Automobile,Overweight_Level_II
Female,28,yes,no,1,Sometimes,1.0,0,no,Public_Transportation,Overweight_Level_II
Female,28,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Male,28,yes,yes,2,Sometimes,1.0,1,no,Public_Transportation,Obesity_Type_II
Male,28,yes,yes,3,Sometimes,2.17,0,Sometimes,Automobile,Obesity_Type_II
Female,28,yes,no,2,Sometimes,1.97,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,28,yes,yes,3,Sometimes,2.81,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,28,yes,yes,2,Sometimes,2.48,1,Sometimes,Automobile,Obesity_Type_I
Male,28,yes,yes,3,Sometimes,2.02,0,Sometimes,Automobile,Obesity_Type_II
Male,28,yes,yes,2,Sometimes,1.0,1,no,Public_Transportation,Obesity_Type_II
Male,28,no,yes,3,Sometimes,1.21,2,no,Automobile,Overweight_Level_I
Male,28,yes,yes,3,Sometimes,2.15,0,Sometimes,Automobile,Obesity_Type_II
Male,28,yes,yes,3,Sometimes,2.0,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,28,yes,yes,3,Sometimes,2.72,0,Sometimes,Automobile,Obesity_Type_II
Female,28,yes,yes,1,Sometimes,1.93,0,Frequently,Automobile,Overweight_Level_II
Male,27,yes,yes,3,Sometimes,3.0,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,27,yes,yes,3,Sometimes,2.65,0,Sometimes,Automobile,Obesity_Type_I
Male,27,yes,yes,2,Sometimes,1.0,0,no,Public_Transportation,Obesity_Type_II
Male,27,yes,yes,3,Sometimes,2.5,0,Sometimes,Automobile,Obesity_Type_II
Female,27,yes,yes,3,Sometimes,2.0,1,Sometimes,Automobile,Overweight_Level_I
Male,27,yes,yes,1,Sometimes,1.0,0,Sometimes,Automobile,Obesity_Type_II
Female,27,yes,no,1,Sometimes,1.28,0,no,Public_Transportation,Overweight_Level_II
Male,27,yes,yes,3,Sometimes,2.57,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,27,yes,yes,3,Sometimes,1.81,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,27,yes,yes,3,Sometimes,2.48,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,27,yes,yes,3,Sometimes,2.87,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,27,yes,yes,3,Sometimes,2.05,0,Sometimes,Automobile,Obesity_Type_II
Male,27,yes,yes,3,Sometimes,2.01,0,Sometimes,Automobile,Obesity_Type_II
Male,27,yes,yes,1,Sometimes,1.94,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,27,yes,yes,3,Sometimes,2.97,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,27,yes,yes,1,Sometimes,1.23,0,no,Public_Transportation,Obesity_Type_II
Female,27,yes,yes,3,Frequently,2.02,1,no,Public_Transportation,Insufficient_Weight
Male,26,yes,yes,3,Sometimes,2.09,0,Sometimes,Automobile,Obesity_Type_II
Male,26,yes,yes,1,Sometimes,1.0,1,no,Public_Transportation,Obesity_Type_II
Male,26,yes,no,3,Sometimes,2.28,0,Sometimes,Automobile,Obesity_Type_II
Male,26,yes,yes,3,Sometimes,2.73,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,yes,yes,1,Sometimes,1.37,0,no,Public_Transportation,Obesity_Type_II
Male,26,yes,yes,3,Sometimes,3.0,0,Sometimes,Automobile,Obesity_Type_I
Male,26,no,yes,2,Sometimes,1.39,2,no,Automobile,Overweight_Level_I
Male,26,yes,yes,3,Sometimes,2.09,0,Sometimes,Automobile,Obesity_Type_II
Male,26,yes,yes,3,Sometimes,2.12,0,Sometimes,Automobile,Obesity_Type_II
Male,26,no,yes,2,Sometimes,2.0,2,no,Automobile,Overweight_Level_I
Male,26,yes,yes,3,Sometimes,2.82,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,yes,yes,3,Sometimes,2.72,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,yes,yes,3,Sometimes,2.11,0,Sometimes,Automobile,Overweight_Level_I
Male,26,yes,yes,3,Sometimes,2.8,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,no,yes,1,Sometimes,2.0,2,no,Automobile,Overweight_Level_I
Male,26,yes,yes,3,Sometimes,2.36,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,yes,yes,3,Sometimes,2.68,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,no,yes,3,Sometimes,2.5,0,no,Automobile,Overweight_Level_I
Male,26,yes,yes,1,Sometimes,1.15,0,no,Public_Transportation,Obesity_Type_II
Male,26,yes,yes,3,Sometimes,2.34,0,Sometimes,Public_Transportation,Obesity_Type_II
Female,26,yes,yes,2,Sometimes,2.0,0,Frequently,Public_Transportation,Overweight_Level_II
Female,26,yes,yes,3,Sometimes,3.0,0,Frequently,Public_Transportation,Overweight_Level_II
Male,26,yes,yes,3,Sometimes,2.94,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,yes,yes,3,Sometimes,2.37,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,26,yes,yes,3,Sometimes,2.54,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,yes,yes,3,Sometimes,2.14,0,no,Public_Transportation,Overweight_Level_I
Male,26,yes,yes,3,Sometimes,3.0,0,Sometimes,Automobile,Obesity_Type_I
Male,26,yes,yes,3,Sometimes,2.17,0,Sometimes,Public_Transportation,Obesity_Type_II
Female,26,yes,yes,1,Sometimes,1.81,0,Sometimes,Automobile,Obesity_Type_I
Female,26,yes,yes,3,Sometimes,2.17,0,Frequently,Automobile,Overweight_Level_II
Male,26,yes,yes,3,Sometimes,2.9,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,yes,yes,3,Sometimes,2.16,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,26,yes,yes,3,Sometimes,2.36,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,26,yes,yes,3,Sometimes,2.51,2,Sometimes,Public_Transportation,Obesity_Type_I
Male,26,yes,yes,3,Sometimes,2.11,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,26,yes,yes,3,Sometimes,2.22,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,26,yes,yes,3,Sometimes,1.91,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,26,yes,yes,3,Sometimes,2.93,2,Sometimes,Public_Transportation,Obesity_Type_I
Female,25,yes,yes,3,Sometimes,2.57,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.02,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.65,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.65,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.35,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.45,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.86,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,25,yes,yes,3,Sometimes,1.78,1,Sometimes,Automobile,Obesity_Type_I
Female,25,yes,yes,3,Sometimes,2.61,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.42,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.33,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.45,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.31,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.04,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.93,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.63,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.56,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.48,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.72,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.24,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.76,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.24,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.92,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.61,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.44,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.47,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.4,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.48,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.07,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.48,1,Sometimes,Public_Transportation,Obesity_Type_I
Female,25,yes,yes,3,Sometimes,2.09,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.07,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.22,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,3.0,0,Sometimes,Automobile,Obesity_Type_I
Female,25,yes,yes,3,Sometimes,2.96,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.23,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.54,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.21,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.01,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.05,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.02,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.05,1,Sometimes,Public_Transportation,Obesity_Type_I
Female,25,yes,yes,3,Sometimes,1.03,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.15,1,Sometimes,Public_Transportation,Obesity_Type_I
Female,25,yes,yes,3,Sometimes,1.03,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.02,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.65,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.03,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.03,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.08,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.06,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.67,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.57,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.07,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.97,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.15,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.11,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.17,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Sometimes,1.82,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.14,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Sometimes,1.3,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.55,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,no,yes,1,Sometimes,1.8,1,no,Automobile,Overweight_Level_I
Female,25,yes,yes,3,Sometimes,1.53,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.53,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.51,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.32,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.16,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Sometimes,1.53,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.49,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,1,Sometimes,1.28,0,no,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,25,yes,yes,3,Sometimes,2.87,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,25,yes,yes,3,Sometimes,1.68,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.44,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.53,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Sometimes,1.6,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.61,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,2,Sometimes,2.0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,25,yes,yes,3,Sometimes,1.62,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.99,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.2,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.5,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.13,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.17,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Sometimes,1.47,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.41,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.14,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.1,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Sometimes,1.44,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,1,Sometimes,1.45,0,no,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.09,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Sometimes,1.24,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.85,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Sometimes,1.17,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.12,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.17,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,no,1,Sometimes,1.0,0,no,Public_Transportation,Overweight_Level_II
Male,25,yes,yes,3,Sometimes,2.53,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,2,Sometimes,2.46,0,Frequently,Public_Transportation,Overweight_Level_II
Female,25,yes,yes,3,Sometimes,1.42,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,3.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,25,yes,yes,2,Sometimes,2.0,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,25,yes,yes,1,Sometimes,1.53,0,no,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Sometimes,1.53,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.5,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Frequently,2.21,1,no,Public_Transportation,Insufficient_Weight
Male,25,yes,yes,3,Sometimes,2.11,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.08,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.12,1,no,Automobile,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.1,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Sometimes,2.99,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.08,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,3.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,no,1,Sometimes,1.64,0,no,Public_Transportation,Overweight_Level_II
Female,25,yes,yes,3,Sometimes,1.44,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.3,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,1.15,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25,yes,yes,3,Sometimes,2.27,0,Frequently,Public_Transportation,Overweight_Level_II
Male,25,no,yes,3,Sometimes,2.15,0,no,Automobile,Overweight_Level_I
Male,25,yes,yes,3,Sometimes,2.0,1,Sometimes,Automobile,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.01,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,3.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.08,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.01,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,yes,3,Sometimes,2.87,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25,yes,yes,3,Sometimes,2.02,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,25,yes,no,1,Sometimes,1.85,0,no,Public_Transportation,Overweight_Level_II
Male,25,yes,yes,3,Sometimes,2.36,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,3.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.04,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.1,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.96,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,1,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,25,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,3,Sometimes,2.04,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,25,yes,yes,2,Sometimes,2.44,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,2,Sometimes,2.07,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,3,Sometimes,2.95,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,3,Sometimes,2.02,0,Sometimes,Automobile,Obesity_Type_II
Male,24,yes,yes,2,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,3,Sometimes,2.51,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,1,Sometimes,1.27,0,no,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,3,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,3,Sometimes,1.0,0,Sometimes,Automobile,Obesity_Type_I
Female,24,yes,yes,3,Sometimes,2.89,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,24,yes,yes,3,Sometimes,2.02,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,yes,yes,2,Sometimes,2.28,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,yes,yes,3,Sometimes,2.74,2,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,3,Sometimes,2.0,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,2,Sometimes,2.02,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,24,yes,yes,1,Sometimes,1.95,0,no,Public_Transportation,Obesity_Type_I
Male,24,yes,yes,2,Sometimes,1.0,1,no,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,2,Sometimes,2.44,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,24,yes,yes,3,Sometimes,2.87,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,24,yes,yes,3,Sometimes,1.16,0,no,Automobile,Obesity_Type_I
Female,24,yes,yes,3,Sometimes,2.72,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,24,yes,yes,3,Sometimes,1.01,0,no,Automobile,Obesity_Type_I
Female,24,yes,yes,3,Sometimes,2.63,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,24,yes,yes,3,Sometimes,2.58,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,24,yes,yes,2,Sometimes,2.69,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,yes,yes,2,Sometimes,2.38,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,2,Sometimes,2.03,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,2,Sometimes,2.05,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,2,Sometimes,2.08,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,24,yes,yes,3,Sometimes,2.85,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,24,yes,yes,2,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,24,yes,no,2,Sometimes,2.0,1,no,Public_Transportation,Overweight_Level_II
Female,24,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,24,yes,yes,3,Sometimes,2.8,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,24,yes,yes,3,Sometimes,2.08,1,no,Public_Transportation,Overweight_Level_I
Female,24,yes,yes,3,Sometimes,2.75,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,24,yes,yes,3,Sometimes,2.99,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,24,yes,yes,3,Sometimes,1.01,1,no,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,3,Sometimes,2.32,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,24,yes,yes,3,Sometimes,2.91,0,Sometimes,Public_Transportation,Obesity_Type_III
Male,24,yes,yes,3,Sometimes,2.06,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,yes,yes,2,Sometimes,2.36,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,3,Sometimes,2.97,2,no,Public_Transportation,Obesity_Type_I
Male,24,yes,yes,2,Sometimes,2.1,0,Sometimes,Public_Transportation,Obesity_Type_II
Female,24,yes,yes,1,Sometimes,2.0,0,no,Public_Transportation,Obesity_Type_I
Female,24,yes,yes,3,Frequently,2.73,0,no,Public_Transportation,Insufficient_Weight
Male,24,yes,yes,3,Sometimes,2.36,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,3,Sometimes,2.49,2,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,2,Sometimes,2.0,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,yes,yes,3,Sometimes,2.88,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,24,yes,yes,2,Sometimes,1.0,1,no,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,3,Sometimes,2.84,1,no,Public_Transportation,Obesity_Type_I
Male,24,yes,yes,2,Sometimes,2.75,0,Sometimes,Public_Transportation,Overweight_Level_II
Female,24,yes,yes,3,Sometimes,2.85,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,24,yes,yes,2,Sometimes,2.64,1,Sometimes,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,2,Sometimes,1.0,1,no,Public_Transportation,Obesity_Type_II
Male,24,yes,yes,1,Sometimes,1.0,0,no,Public_Transportation,Obesity_Type_II
